genome_id	genome_name	resistant_phenotype	binary_label
287.1202	Pseudomonas aeruginosa AZPAE13880	Resistant	1
287.1203	Pseudomonas aeruginosa AZPAE13879	Resistant	1
287.1204	Pseudomonas aeruginosa AZPAE13877	Resistant	1
287.1205	Pseudomonas aeruginosa AZPAE13876	Susceptible	0
287.1206	Pseudomonas aeruginosa AZPAE13872	Resistant	1
287.1207	Pseudomonas aeruginosa AZPAE13866	Susceptible	0
287.1208	Pseudomonas aeruginosa AZPAE13864	Resistant	1
287.1209	Pseudomonas aeruginosa AZPAE13860	Resistant	1
287.1211	Pseudomonas aeruginosa AZPAE13856	Resistant	1
287.1212	Pseudomonas aeruginosa AZPAE13853	Resistant	1
287.1213	Pseudomonas aeruginosa AZPAE13850	Resistant	1
287.1214	Pseudomonas aeruginosa AZPAE13848	Resistant	1
287.1215	Pseudomonas aeruginosa AZPAE13757	Resistant	1
287.1216	Pseudomonas aeruginosa AZPAE13756	Resistant	1
287.1217	Pseudomonas aeruginosa AZPAE12423	Susceptible	0
287.1218	Pseudomonas aeruginosa AZPAE12422	Susceptible	0
287.1222	Pseudomonas aeruginosa AZPAE12418	Susceptible	0
287.1224	Pseudomonas aeruginosa AZPAE12416	Resistant	1
287.1225	Pseudomonas aeruginosa AZPAE12415	Resistant	1
287.1226	Pseudomonas aeruginosa AZPAE12414	Resistant	1
287.1227	Pseudomonas aeruginosa AZPAE12413	Resistant	1
287.1228	Pseudomonas aeruginosa AZPAE12412	Susceptible	0
287.1229	Pseudomonas aeruginosa AZPAE12411	Susceptible	0
287.1231	Pseudomonas aeruginosa AZPAE12409	Susceptible	0
287.1237	Pseudomonas aeruginosa AZPAE12151	Resistant	1
287.1238	Pseudomonas aeruginosa AZPAE12150	Resistant	1
287.1239	Pseudomonas aeruginosa AZPAE12149	Resistant	1
287.1242	Pseudomonas aeruginosa AZPAE12146	Susceptible	0
287.1243	Pseudomonas aeruginosa AZPAE12145	Resistant	1
287.1247	Pseudomonas aeruginosa AZPAE12140	Susceptible	0
287.1248	Pseudomonas aeruginosa AZPAE12138	Susceptible	0
287.1301	Pseudomonas aeruginosa AZPAE12135	Susceptible	0
287.1477	Pseudomonas aeruginosastrain MRSN12121 strain MRSN 20176	Resistant	1
287.1482	Pseudomonas aeruginosa strain MRSN18971	Susceptible	0
287.2972	Pseudomonas aeruginosa strain AR_0103	Resistant	1
287.2973	Pseudomonas aeruginosa strain AR_0092	Resistant	1
287.2975	Pseudomonas aeruginosa strain AR_0100	Resistant	1
287.2976	Pseudomonas aeruginosa strain AR_0105	Resistant	1
287.2977	Pseudomonas aeruginosa strain AR_0054	Resistant	1
287.2978	Pseudomonas aeruginosa strain AR_0064	Resistant	1
287.2979	Pseudomonas aeruginosa strain AR_0094	Resistant	1
287.5685	Pseudomonas aeruginosa strain AR_0360	Susceptible	0
287.5686	Pseudomonas aeruginosa strain AR_0354	Resistant	1
287.5687	Pseudomonas aeruginosa strain AR_0353	Resistant	1
287.5688	Pseudomonas aeruginosa strain AR_0230	Resistant	1
287.5689	Pseudomonas aeruginosa strain AR_0356	Susceptible	0
287.5701	Pseudomonas aeruginosa strain AR_0355	Resistant	1
287.5702	Pseudomonas aeruginosa strain AR_0359	Resistant	1
287.5703	Pseudomonas aeruginosa strain AR_0358	Susceptible	0
287.5704	Pseudomonas aeruginosa strain AR_0351	Resistant	1
287.5746	Pseudomonas aeruginosa strain AR_0443	Resistant	1
287.5747	Pseudomonas aeruginosa strain AR_0440	Resistant	1
287.5748	Pseudomonas aeruginosa strain AR439	Resistant	1
287.5749	Pseudomonas aeruginosa strain AR442	Susceptible	0
287.5751	Pseudomonas aeruginosa strain AR441	Susceptible	0
287.5752	Pseudomonas aeruginosa strain AR444	Resistant	1
287.5778	Pseudomonas aeruginosa strain AR_0095	Resistant	1
287.5955	Pseudomonas aeruginosa strain AR_0446	Resistant	1
287.5956	Pseudomonas aeruginosa strain CCUG 70744	Resistant	1
287.5959	Pseudomonas aeruginosa strain AR_0110	Resistant	1
287.5969	Pseudomonas aeruginosa strain AR_0447	Susceptible	0
287.5971	Pseudomonas aeruginosa strain AR_460	Resistant	1
287.5972	Pseudomonas aeruginosa strain AR_455	Susceptible	0
287.5973	Pseudomonas aeruginosa strain AR_458	Susceptible	0
287.6326	Pseudomonas aeruginosa strain AR_0459	Resistant	1
287.6327	Pseudomonas aeruginosa strain AR_0457	Resistant	1
287.6328	Pseudomonas aeruginosa strain AR_0456	Resistant	1
287.6329	Pseudomonas aeruginosa strain AR_0449	Resistant	1
287.6331	Pseudomonas aeruginosa strain AR_0352	Resistant	1
287.6492	Pseudomonas aeruginosa strain AR_0111	Resistant	1
287.7771	Pseudomonas aeruginosa strain MRSN8914	Resistant	1
287.7772	Pseudomonas aeruginosa strain MRSN8915	Resistant	1
287.7773	Pseudomonas aeruginosa strain MRSN994	Resistant	1
287.7775	Pseudomonas aeruginosa strain MRSN7014	Resistant	1
287.7776	Pseudomonas aeruginosa strain MRSN8912	Resistant	1
287.7777	Pseudomonas aeruginosa strain MRSN8136	Resistant	1
287.7778	Pseudomonas aeruginosa strain MRSN6695	Resistant	1
287.7779	Pseudomonas aeruginosa strain MRSN6241	Resistant	1
287.7781	Pseudomonas aeruginosa strain MRSN6220	Resistant	1
287.7782	Pseudomonas aeruginosa strain MRSN5524	Resistant	1
287.7783	Pseudomonas aeruginosa strain MRSN5539	Resistant	1
287.7784	Pseudomonas aeruginosa strain MRSN552	Susceptible	0
287.7785	Pseudomonas aeruginosa strain MRSN5519	Resistant	1
287.7786	Pseudomonas aeruginosa strain MRSN4841	Resistant	1
287.7787	Pseudomonas aeruginosa strain MRSN5498	Resistant	1
287.7788	Pseudomonas aeruginosa strain MRSN443463	Susceptible	0
287.7789	Pseudomonas aeruginosa strain MRSN315	Susceptible	0
287.7791	Pseudomonas aeruginosa strain MRSN20190	Resistant	1
287.7792	Pseudomonas aeruginosa strain MRSN9873	Susceptible	0
287.7793	Pseudomonas aeruginosa strain MRSN9718	Susceptible	0
287.7794	Pseudomonas aeruginosa strain MRSN8141	Resistant	1
287.7795	Pseudomonas aeruginosa strain MRSN8130	Resistant	1
287.7796	Pseudomonas aeruginosa strain MRSN6739	Susceptible	0
287.7798	Pseudomonas aeruginosa strain MRSN435288	Resistant	1
287.7799	Pseudomonas aeruginosa strain MRSN321	Susceptible	0
287.7801	Pseudomonas aeruginosa strain MRSN18754	Susceptible	0
287.7802	Pseudomonas aeruginosa strain MRSN390231	Susceptible	0
287.7804	Pseudomonas aeruginosa strain MRSN373401	Susceptible	0
287.7805	Pseudomonas aeruginosa strain MRSN3705	Resistant	1
287.7806	Pseudomonas aeruginosa strain MRSN29192	Resistant	1
287.7807	Pseudomonas aeruginosa strain MRSN25762	Susceptible	0
287.7808	Pseudomonas aeruginosa strain MRSN2444	Resistant	1
287.7809	Pseudomonas aeruginosa strain MRSN3587	Susceptible	0
287.7811	Pseudomonas aeruginosa strain MRSN23861	Resistant	1
287.7812	Pseudomonas aeruginosa strain MRSN20176	Resistant	1
287.7813	Pseudomonas aeruginosa strain MRSN1948	Susceptible	0
287.7814	Pseudomonas aeruginosa strain MRSN1906	Resistant	1
287.7815	Pseudomonas aeruginosa strain MRSN1938	Resistant	1
287.7816	Pseudomonas aeruginosa strain MRSN1899	Resistant	1
287.7817	Pseudomonas aeruginosa strain MRSN1902	Susceptible	0
287.7818	Pseudomonas aeruginosa strain MRSN18970	Susceptible	0
287.7819	Pseudomonas aeruginosa strain MRSN17849	Susceptible	0
287.7821	Pseudomonas aeruginosa strain MRSN16740	Susceptible	0
287.7822	Pseudomonas aeruginosa strain MRSN1688	Susceptible	0
287.7823	Pseudomonas aeruginosa strain MRSN16383	Resistant	1
287.7824	Pseudomonas aeruginosa strain MRSN16345	Resistant	1
287.7825	Pseudomonas aeruginosa strain MRSN1613	Susceptible	0
287.7826	Pseudomonas aeruginosa strain MRSN1601	Susceptible	0
287.7827	Pseudomonas aeruginosa strain MRSN1583	Resistant	1
287.7828	Pseudomonas aeruginosa strain MRSN1617	Susceptible	0
287.7829	Pseudomonas aeruginosa strain MRSN1388	Susceptible	0
287.7831	Pseudomonas aeruginosa strain MRSN14981	Resistant	1
287.7832	Pseudomonas aeruginosa strain MRSN409937	Resistant	1
287.7833	Pseudomonas aeruginosa strain MRSN351791	Resistant	1
287.7834	Pseudomonas aeruginosa strain MRSN346179	Susceptible	0
287.7835	Pseudomonas aeruginosa strain MRSN30858	Susceptible	0
287.7836	Pseudomonas aeruginosa strain MRSN26263	Resistant	1
287.7837	Pseudomonas aeruginosa strain MRSN1925	Susceptible	0
287.7838	Pseudomonas aeruginosa strain MRSN25623	Resistant	1
287.7839	Pseudomonas aeruginosa strain MRSN18562	Susceptible	0
287.7841	Pseudomonas aeruginosa strain MRSN1612	Susceptible	0
287.7842	Pseudomonas aeruginosa strain MRSN1739	Resistant	1
287.7843	Pseudomonas aeruginosa strain MRSN16847	Susceptible	0
287.7844	Pseudomonas aeruginosa strain MRSN15753	Resistant	1
287.7845	Pseudomonas aeruginosa strain MRSN1380	Susceptible	0
287.7846	Pseudomonas aeruginosa strain MRSN15566	Resistant	1
287.7847	Pseudomonas aeruginosa strain MRSN1356	Susceptible	0
287.7848	Pseudomonas aeruginosa strain MRSN12914	Resistant	1
287.7849	Pseudomonas aeruginosa strain MRSN12283	Susceptible	0
287.7851	Pseudomonas aeruginosa strain MRSN358800	Resistant	1
287.7852	Pseudomonas aeruginosa strain MRSN11538	Susceptible	0
287.7853	Pseudomonas aeruginosa strain MRSN11278	Resistant	1
287.7854	Pseudomonas aeruginosa strain MRSN11281	Susceptible	0
287.7855	Pseudomonas aeruginosa strain MRSN13488	Susceptible	0
287.7856	Pseudomonas aeruginosa strain MRSN1344	Resistant	1
287.7857	Pseudomonas aeruginosa strain MRSN12368	Susceptible	0
287.7858	Pseudomonas aeruginosa strain MRSN11285	Susceptible	0
287.7859	Pseudomonas aeruginosa strain MRSN12282	Resistant	1
287.7861	Pseudomonas aeruginosa strain MRSN11286	Susceptible	0
287.7862	Pseudomonas aeruginosa strain MRSN11976	Susceptible	0
287.8028	Pseudomonas aeruginosa strain MRSN369569	Resistant	1
287.8029	Pseudomonas aeruginosa strain MRSN2144	Susceptible	0
287.803	Pseudomonas aeruginosa strain MRSN18855	Susceptible	0
287.8031	Pseudomonas aeruginosa strain MRSN2108	Resistant	1
287.8032	Pseudomonas aeruginosa strain MRSN18803	Resistant	1
287.8033	Pseudomonas aeruginosa strain MRSN317	Resistant	1
287.8034	Pseudomonas aeruginosa strain MRSN18560	Susceptible	0
287.846	Pseudomonas aeruginosa AZPAE15072	Susceptible	0
287.847	Pseudomonas aeruginosa AZPAE15071	Susceptible	0
287.848	Pseudomonas aeruginosa AZPAE15070	Susceptible	0
287.8486	Pseudomonas aeruginosa strain 113	Susceptible	0
287.8487	Pseudomonas aeruginosa strain 114	Resistant	1
287.8488	Pseudomonas aeruginosa strain 115	Susceptible	0
287.8489	Pseudomonas aeruginosa strain 116	Susceptible	0
287.849	Pseudomonas aeruginosa strain 122	Susceptible	0
287.8492	Pseudomonas aeruginosa strain 150	Susceptible	0
287.8493	Pseudomonas aeruginosa strain 184	Resistant	1
287.8494	Pseudomonas aeruginosa strain 185	Resistant	1
287.8495	Pseudomonas aeruginosa strain 186	Susceptible	0
287.8496	Pseudomonas aeruginosa strain 187	Resistant	1
287.8497	Pseudomonas aeruginosa strain 192	Susceptible	0
287.8498	Pseudomonas aeruginosa strain 213	Susceptible	0
287.8499	Pseudomonas aeruginosa strain 249	Resistant	1
287.8501	Pseudomonas aeruginosa strain 267	Resistant	1
287.8502	Pseudomonas aeruginosa strain 274	Resistant	1
287.8503	Pseudomonas aeruginosa strain 322	Resistant	1
287.8504	Pseudomonas aeruginosa strain 43	Susceptible	0
287.8505	Pseudomonas aeruginosa strain 44	Susceptible	0
287.8506	Pseudomonas aeruginosa strain 480	Resistant	1
287.8507	Pseudomonas aeruginosa strain 63	Resistant	1
287.8508	Pseudomonas aeruginosa strain 83	Susceptible	0
287.8509	Pseudomonas aeruginosa strain 99	Resistant	1
287.851	Pseudomonas aeruginosa AZPAE15067	Susceptible	0
287.8511	Pseudomonas aeruginosa strain FDA-CDC-AR_0231	Resistant	1
287.8512	Pseudomonas aeruginosa strain FDA-CDC-AR_0232	Resistant	1
287.8513	Pseudomonas aeruginosa strain FDA-CDC-AR_0233	Susceptible	0
287.8514	Pseudomonas aeruginosa strain FDA-CDC-AR_0234	Resistant	1
287.8515	Pseudomonas aeruginosa strain FDA-CDC-AR_0235	Resistant	1
287.8516	Pseudomonas aeruginosa strain FDA-CDC-AR_0236	Resistant	1
287.8517	Pseudomonas aeruginosa strain FDA-CDC-AR_0237	Susceptible	0
287.8518	Pseudomonas aeruginosa strain FDA-CDC-AR_0238	Susceptible	0
287.8519	Pseudomonas aeruginosa strain FDA-CDC-AR_0239	Resistant	1
287.852	Pseudomonas aeruginosa AZPAE15066	Susceptible	0
287.8521	Pseudomonas aeruginosa strain FDA-CDC-AR_0242	Resistant	1
287.8522	Pseudomonas aeruginosa strain FDA-CDC-AR_0243	Resistant	1
287.8523	Pseudomonas aeruginosa strain FDA-CDC-AR_0244	Resistant	1
287.8524	Pseudomonas aeruginosa strain FDA-CDC-AR_0245	Resistant	1
287.8525	Pseudomonas aeruginosa strain FDA-CDC-AR_0246	Resistant	1
287.8526	Pseudomonas aeruginosa strain FDA-CDC-AR_0247	Susceptible	0
287.8527	Pseudomonas aeruginosa strain FDA-CDC-AR_0248	Resistant	1
287.8528	Pseudomonas aeruginosa strain FDA-CDC-AR_0249	Resistant	1
287.8529	Pseudomonas aeruginosa strain FDA-CDC-AR_0250	Resistant	1
287.853	Pseudomonas aeruginosa AZPAE15065	Resistant	1
287.8531	Pseudomonas aeruginosa strain FDA-CDC-AR_0252	Resistant	1
287.8532	Pseudomonas aeruginosa strain FDA-CDC-AR_0253	Susceptible	0
287.8533	Pseudomonas aeruginosa strain FDA-CDC-AR_0254	Resistant	1
287.8534	Pseudomonas aeruginosa strain FDA-CDC-AR_0255	Resistant	1
287.8535	Pseudomonas aeruginosa strain FDA-CDC-AR_0256	Susceptible	0
287.8536	Pseudomonas aeruginosa strain FDA-CDC-AR_0257	Resistant	1
287.8537	Pseudomonas aeruginosa strain FDA-CDC-AR_0258	Susceptible	0
287.8538	Pseudomonas aeruginosa strain FDA-CDC-AR_0260	Resistant	1
287.8539	Pseudomonas aeruginosa strain FDA-CDC-AR_0259	Susceptible	0
287.854	Pseudomonas aeruginosa AZPAE15064	Resistant	1
287.8541	Pseudomonas aeruginosa strain FDA-CDC-AR_0262	Susceptible	0
287.8542	Pseudomonas aeruginosa strain FDA-CDC-AR_0263	Susceptible	0
287.8543	Pseudomonas aeruginosa strain FDA-CDC-AR_0264	Resistant	1
287.8544	Pseudomonas aeruginosa strain FDA-CDC-AR_0265	Resistant	1
287.8545	Pseudomonas aeruginosa strain FDA-CDC-AR_0266	Resistant	1
287.8546	Pseudomonas aeruginosa strain FDA-CDC-AR_0267	Resistant	1
287.8547	Pseudomonas aeruginosa strain FDA-CDC-AR_0268	Resistant	1
287.8548	Pseudomonas aeruginosa strain FDA-CDC-AR_0269	Resistant	1
287.8549	Pseudomonas aeruginosa strain FDA-CDC-AR_0270	Resistant	1
287.855	Pseudomonas aeruginosa AZPAE15063	Resistant	1
287.8551	Pseudomonas aeruginosa strain FDA-CDC-AR_0272	Resistant	1
287.856	Pseudomonas aeruginosa AZPAE15062	Susceptible	0
287.857	Pseudomonas aeruginosa AZPAE15061	Susceptible	0
287.858	Pseudomonas aeruginosa AZPAE15060	Resistant	1
287.859	Pseudomonas aeruginosa AZPAE15059	Susceptible	0
287.861	Pseudomonas aeruginosa AZPAE15057	Resistant	1
287.863	Pseudomonas aeruginosa AZPAE15055	Susceptible	0
287.864	Pseudomonas aeruginosa AZPAE15054	Resistant	1
287.865	Pseudomonas aeruginosa AZPAE15053	Susceptible	0
287.866	Pseudomonas aeruginosa AZPAE15052	Susceptible	0
287.867	Pseudomonas aeruginosa AZPAE15051	Resistant	1
287.868	Pseudomonas aeruginosa AZPAE15050	Susceptible	0
287.869	Pseudomonas aeruginosa AZPAE15049	Susceptible	0
287.871	Pseudomonas aeruginosa AZPAE15047	Resistant	1
287.872	Pseudomonas aeruginosa AZPAE15046	Resistant	1
287.873	Pseudomonas aeruginosa AZPAE15045	Susceptible	0
287.874	Pseudomonas aeruginosa AZPAE15044	Susceptible	0
287.875	Pseudomonas aeruginosa AZPAE15043	Susceptible	0
287.876	Pseudomonas aeruginosa AZPAE15042	Susceptible	0
287.877	Pseudomonas aeruginosa AZPAE15041	Susceptible	0
287.878	Pseudomonas aeruginosa AZPAE15040	Resistant	1
287.879	Pseudomonas aeruginosa AZPAE15039	Susceptible	0
287.881	Pseudomonas aeruginosa AZPAE15037	Susceptible	0
287.882	Pseudomonas aeruginosa AZPAE15036	Susceptible	0
287.883	Pseudomonas aeruginosa AZPAE15035	Resistant	1
287.884	Pseudomonas aeruginosa AZPAE15034	Resistant	1
287.885	Pseudomonas aeruginosa AZPAE15033	Susceptible	0
287.886	Pseudomonas aeruginosa AZPAE15032	Susceptible	0
287.887	Pseudomonas aeruginosa AZPAE15031	Susceptible	0
287.8875	Pseudomonas aeruginosa strain MRSN 17623	Resistant	1
287.888	Pseudomonas aeruginosa AZPAE15030	Resistant	1
287.8884	Pseudomonas aeruginosa strain AR_0090	Resistant	1
287.889	Pseudomonas aeruginosa AZPAE15029	Resistant	1
287.891	Pseudomonas aeruginosa AZPAE15027	Susceptible	0
287.892	Pseudomonas aeruginosa AZPAE15026	Susceptible	0
287.893	Pseudomonas aeruginosa AZPAE15025	Susceptible	0
287.894	Pseudomonas aeruginosa AZPAE15024	Susceptible	0
287.896	Pseudomonas aeruginosa AZPAE15022	Resistant	1
287.897	Pseudomonas aeruginosa AZPAE15021	Resistant	1
287.899	Pseudomonas aeruginosa AZPAE15019	Susceptible	0
287.901	Pseudomonas aeruginosa AZPAE15017	Susceptible	0
287.903	Pseudomonas aeruginosa AZPAE15015	Resistant	1
287.904	Pseudomonas aeruginosa AZPAE15014	Susceptible	0
287.905	Pseudomonas aeruginosa AZPAE15013	Susceptible	0
287.906	Pseudomonas aeruginosa AZPAE15012	Susceptible	0
287.907	Pseudomonas aeruginosa AZPAE15011	Susceptible	0
287.908	Pseudomonas aeruginosa AZPAE15010	Resistant	1
287.909	Pseudomonas aeruginosa AZPAE15009	Resistant	1
287.911	Pseudomonas aeruginosa AZPAE15007	Resistant	1
287.912	Pseudomonas aeruginosa AZPAE15006	Resistant	1
287.913	Pseudomonas aeruginosa AZPAE15005	Resistant	1
287.914	Pseudomonas aeruginosa AZPAE15004	Susceptible	0
287.916	Pseudomonas aeruginosa AZPAE15002	Resistant	1
287.917	Pseudomonas aeruginosa AZPAE15001	Susceptible	0
287.918	Pseudomonas aeruginosa AZPAE15000	Resistant	1
287.919	Pseudomonas aeruginosa AZPAE14999	Susceptible	0
287.922	Pseudomonas aeruginosa AZPAE14996	Susceptible	0
287.923	Pseudomonas aeruginosa AZPAE14995	Susceptible	0
287.924	Pseudomonas aeruginosa AZPAE14994	Susceptible	0
287.925	Pseudomonas aeruginosa AZPAE14993	Resistant	1
287.926	Pseudomonas aeruginosa AZPAE14992	Susceptible	0
287.927	Pseudomonas aeruginosa AZPAE14991	Susceptible	0
287.928	Pseudomonas aeruginosa AZPAE14990	Susceptible	0
287.929	Pseudomonas aeruginosa AZPAE14989	Resistant	1
287.931	Pseudomonas aeruginosa AZPAE14987	Susceptible	0
287.932	Pseudomonas aeruginosa AZPAE14986	Susceptible	0
287.933	Pseudomonas aeruginosa AZPAE14985	Susceptible	0
287.934	Pseudomonas aeruginosa AZPAE14984	Resistant	1
287.951	Pseudomonas aeruginosa AZPAE14983	Resistant	1
287.952	Pseudomonas aeruginosa AZPAE14982	Susceptible	0
287.953	Pseudomonas aeruginosa AZPAE14981	Susceptible	0
287.954	Pseudomonas aeruginosa AZPAE14980	Resistant	1
287.955	Pseudomonas aeruginosa AZPAE14979	Resistant	1
287.956	Pseudomonas aeruginosa AZPAE14978	Resistant	1
287.957	Pseudomonas aeruginosa AZPAE14977	Susceptible	0
287.958	Pseudomonas aeruginosa AZPAE14976	Resistant	1
287.959	Pseudomonas aeruginosa AZPAE14975	Susceptible	0
287.961	Pseudomonas aeruginosa AZPAE14973	Susceptible	0
287.962	Pseudomonas aeruginosa AZPAE14972	Susceptible	0
287.963	Pseudomonas aeruginosa AZPAE14971	Susceptible	0
287.964	Pseudomonas aeruginosa AZPAE14970	Resistant	1
287.965	Pseudomonas aeruginosa AZPAE14969	Resistant	1
287.966	Pseudomonas aeruginosa AZPAE14968	Resistant	1
287.967	Pseudomonas aeruginosa AZPAE14967	Susceptible	0
287.968	Pseudomonas aeruginosa AZPAE14965	Susceptible	0
287.969	Pseudomonas aeruginosa AZPAE14964	Susceptible	0
287.971	Pseudomonas aeruginosa AZPAE14962	Susceptible	0
287.972	Pseudomonas aeruginosa AZPAE14961	Resistant	1
287.973	Pseudomonas aeruginosa AZPAE14960	Susceptible	0
287.974	Pseudomonas aeruginosa AZPAE14959	Resistant	1
287.975	Pseudomonas aeruginosa AZPAE14958	Resistant	1
287.976	Pseudomonas aeruginosa AZPAE14957	Susceptible	0
287.978	Pseudomonas aeruginosa AZPAE14955	Susceptible	0
287.979	Pseudomonas aeruginosa AZPAE14954	Resistant	1
287.981	Pseudomonas aeruginosa AZPAE14952	Susceptible	0
287.982	Pseudomonas aeruginosa AZPAE14951	Resistant	1
287.983	Pseudomonas aeruginosa AZPAE14950	Resistant	1
287.984	Pseudomonas aeruginosa AZPAE14949	Susceptible	0
287.985	Pseudomonas aeruginosa AZPAE14948	Susceptible	0
287.986	Pseudomonas aeruginosa AZPAE14947	Susceptible	0
287.987	Pseudomonas aeruginosa AZPAE14946	Resistant	1
287.988	Pseudomonas aeruginosa AZPAE14945	Susceptible	0
287.989	Pseudomonas aeruginosa AZPAE14944	Susceptible	0
287.991	Pseudomonas aeruginosa AZPAE14942	Susceptible	0
287.992	Pseudomonas aeruginosa AZPAE14941	Susceptible	0
287.993	Pseudomonas aeruginosa AZPAE14940	Resistant	1
287.995	Pseudomonas aeruginosa AZPAE14938	Resistant	1
287.996	Pseudomonas aeruginosa AZPAE14937	Resistant	1
287.997	Pseudomonas aeruginosa AZPAE14936	Resistant	1
287.998	Pseudomonas aeruginosa AZPAE14935	Susceptible	0
287.999	Pseudomonas aeruginosa AZPAE14934	Susceptible	0
28901.1609	Salmonella enterica strain R8_3274_R1	Susceptible	0
28901.2717	Salmonella enterica strain UZH-SAL-70-15	Susceptible	0
28901.3869	Salmonella enterica strain 176	Susceptible	0
28901.761	Salmonella enterica strain CVM 43747	Susceptible	0
28901.762	Salmonella enterica strain CVM 43745	Susceptible	0
28901.763	Salmonella enterica strain CVM 43753	Susceptible	0
28901.764	Salmonella enterica strain CVM 43757	Susceptible	0
28901.765	Salmonella enterica strain CVM 43759	Susceptible	0
28901.766	Salmonella enterica strain CVM 43765	Susceptible	0
28901.767	Salmonella enterica strain CVM 43762	Susceptible	0
28901.768	Salmonella enterica strain CVM 43772	Susceptible	0
28901.769	Salmonella enterica strain CVM 43775	Susceptible	0
28901.771	Salmonella enterica strain CVM 43781	Susceptible	0
28901.772	Salmonella enterica strain CVM 43783	Susceptible	0
28901.773	Salmonella enterica strain CVM 43784	Susceptible	0
28901.774	Salmonella enterica strain CVM 43786	Susceptible	0
28901.775	Salmonella enterica strain CVM 43787	Susceptible	0
28901.776	Salmonella enterica strain CVM 43790	Susceptible	0
28901.777	Salmonella enterica strain CVM 43793	Susceptible	0
28901.778	Salmonella enterica strain CVM 43799	Susceptible	0
28901.779	Salmonella enterica strain CVM 43804	Susceptible	0
28901.781	Salmonella enterica strain CVM 43814	Susceptible	0
28901.782	Salmonella enterica strain CVM 43816	Susceptible	0
28901.783	Salmonella enterica strain CVM 43819	Susceptible	0
28901.784	Salmonella enterica strain CVM 43822	Susceptible	0
28901.785	Salmonella enterica strain CVM 43823	Susceptible	0
28901.786	Salmonella enterica strain CVM 43826	Susceptible	0
28901.787	Salmonella enterica strain CVM 43828	Susceptible	0
28901.788	Salmonella enterica strain CVM 43832	Susceptible	0
28901.789	Salmonella enterica strain CVM 43836	Susceptible	0
28901.791	Salmonella enterica strain CVM 43839	Susceptible	0
28901.792	Salmonella enterica strain CVM 43843	Susceptible	0
28901.793	Salmonella enterica strain CVM 43743	Susceptible	0
28901.794	Salmonella enterica strain CVM 43744	Susceptible	0
28901.795	Salmonella enterica strain CVM 43746	Susceptible	0
28901.796	Salmonella enterica strain CVM 43748	Susceptible	0
28901.797	Salmonella enterica strain CVM 43749	Susceptible	0
28901.798	Salmonella enterica strain CVM 43750	Susceptible	0
28901.799	Salmonella enterica strain CVM 43751	Susceptible	0
28901.801	Salmonella enterica strain CVM 43754	Susceptible	0
28901.802	Salmonella enterica strain CVM 43755	Susceptible	0
28901.803	Salmonella enterica strain CVM 43758	Susceptible	0
28901.804	Salmonella enterica strain CVM 43760	Susceptible	0
28901.805	Salmonella enterica strain CVM 43761	Susceptible	0
28901.806	Salmonella enterica strain CVM 43763	Susceptible	0
28901.807	Salmonella enterica strain CVM 43764	Susceptible	0
28901.808	Salmonella enterica strain CVM 43766	Susceptible	0
28901.809	Salmonella enterica strain CVM 43767	Susceptible	0
28901.811	Salmonella enterica strain CVM 43769	Susceptible	0
28901.812	Salmonella enterica strain CVM 43770	Susceptible	0
28901.813	Salmonella enterica strain CVM 43771	Susceptible	0
28901.814	Salmonella enterica strain CVM 43773	Susceptible	0
28901.815	Salmonella enterica strain CVM 43774	Susceptible	0
28901.816	Salmonella enterica strain CVM 43776	Susceptible	0
28901.817	Salmonella enterica strain CVM 43777	Susceptible	0
28901.818	Salmonella enterica strain CVM 43779	Susceptible	0
28901.819	Salmonella enterica strain CVM 43780	Resistant	1
28901.8199	Salmonella enterica strain 15	Susceptible	0
28901.8202	Salmonella enterica strain 2014AM-0034	Susceptible	0
28901.8203	Salmonella enterica strain 2014AM-0039	Susceptible	0
28901.8205	Salmonella enterica strain 2014AM-0070	Susceptible	0
28901.8206	Salmonella enterica strain 2014AM-0073	Susceptible	0
28901.8207	Salmonella enterica strain 2014AM-0074	Susceptible	0
28901.8208	Salmonella enterica strain 2014AM-0092	Susceptible	0
28901.8209	Salmonella enterica strain 2014AM-0095	Susceptible	0
28901.821	Salmonella enterica strain CVM 43785	Susceptible	0
28901.8211	Salmonella enterica strain 2014AM-0108	Susceptible	0
28901.8213	Salmonella enterica strain 2014AM-0122	Susceptible	0
28901.8214	Salmonella enterica strain 2014AM-0123	Susceptible	0
28901.8215	Salmonella enterica strain 2014AM-0130	Susceptible	0
28901.8216	Salmonella enterica strain 2014AM-0137	Susceptible	0
28901.8217	Salmonella enterica strain 2014AM-0145	Susceptible	0
28901.8218	Salmonella enterica strain 2014AM-0166	Susceptible	0
28901.822	Salmonella enterica strain CVM 43788	Susceptible	0
28901.8224	Salmonella enterica strain 2014AM-0309	Susceptible	0
28901.8225	Salmonella enterica strain 2014AM-0318	Susceptible	0
28901.8227	Salmonella enterica strain 2014AM-0327	Susceptible	0
28901.8228	Salmonella enterica strain 2014AM-0339	Susceptible	0
28901.8229	Salmonella enterica strain 2014AM-0349	Susceptible	0
28901.823	Salmonella enterica strain CVM 43789	Susceptible	0
28901.8231	Salmonella enterica strain 2014AM-0376	Susceptible	0
28901.8232	Salmonella enterica strain 2014AM-0382	Susceptible	0
28901.8233	Salmonella enterica strain 2014AM-0383	Susceptible	0
28901.8234	Salmonella enterica strain 2014AM-0422	Susceptible	0
